id,credit,sex,education,mariage,age
23221,150000,2,3,2,35
23222,140000,2,2,1,41
23223,120000,2,3,1,42
23224,300000,2,1,1,31
23225,480000,2,1,1,43
23226,460000,2,1,1,37
23227,280000,2,2,1,39
23228,50000,2,3,1,31
23229,350000,2,1,2,32
23230,300000,2,2,2,32
23231,380000,2,1,2,33
23232,190000,2,1,2,33
23233,230000,2,2,2,35
23234,390000,2,2,1,35
23235,220000,2,0,1,35
23236,120000,2,2,1,41
23237,300000,2,2,2,49
23238,210000,2,1,2,42
23239,50000,2,2,1,37
23240,330000,2,1,2,44
23241,110000,2,3,1,42
23242,20000,2,1,2,37
23243,150000,2,2,1,40
23244,140000,2,3,1,39
23245,160000,2,1,1,40
23246,260000,2,3,1,38
23247,150000,2,3,1,45
23248,50000,2,2,1,33
23249,80000,2,3,1,36
23250,270000,2,2,1,37
23251,60000,2,2,1,40
23252,50000,2,2,1,45
23253,290000,2,1,1,33
23254,180000,2,2,2,39
23255,360000,2,1,1,43
23256,260000,2,3,2,40
23257,200000,2,2,2,46
23258,290000,2,2,2,38
23259,50000,2,2,1,36
23260,10000,2,2,1,37
23261,180000,2,1,1,39
23262,150000,2,2,2,39
23263,250000,2,1,2,44
23264,130000,2,2,2,37
23265,540000,2,1,2,37
23266,320000,2,1,1,42
23267,440000,2,2,1,39
23268,80000,2,2,2,40
23269,120000,2,2,1,36
23270,230000,2,2,1,35
23271,60000,2,3,2,37
23272,290000,2,4,1,49
23273,130000,2,2,1,49
23274,180000,2,2,2,46
23275,140000,2,3,1,42
23276,500000,2,1,2,44
23277,300000,2,2,1,42
23278,210000,2,2,1,42
23279,150000,2,2,1,49
23280,360000,2,2,1,37
23281,250000,2,2,1,36
23282,30000,2,3,2,44
23283,200000,2,1,1,42
23284,130000,2,2,1,35
23285,290000,2,3,1,49
23286,100000,2,3,1,35
23287,40000,2,3,1,43
23288,130000,2,3,1,39
23289,160000,2,3,1,34
23290,150000,2,1,2,35
23291,130000,2,2,2,45
23292,180000,2,2,1,39
23293,150000,2,2,2,30
23294,100000,2,2,2,31
23295,30000,2,2,2,31
23296,160000,2,1,2,25
23297,50000,2,2,2,28
23298,130000,2,2,1,29
23299,140000,2,3,2,31
23300,340000,2,3,1,32
23301,340000,2,2,1,33
23302,90000,2,2,2,35
23303,300000,2,2,1,42
23304,50000,2,2,2,25
23305,50000,2,2,1,37
23306,100000,2,2,1,42
23307,20000,2,3,2,40
23308,160000,2,1,2,30
23309,390000,2,2,1,32
23310,30000,2,3,1,39
23311,20000,2,2,1,46
23312,210000,2,2,2,31
23313,300000,2,4,1,31
23314,220000,2,1,2,31
23315,270000,2,1,2,33
23316,90000,2,2,1,40
23317,360000,2,2,2,27
23318,300000,2,1,2,29
23319,310000,2,2,2,31
23320,130000,2,2,2,31
23321,80000,2,1,1,29
23322,280000,2,2,1,34
23323,80000,2,3,2,44
23324,130000,2,3,2,39
23325,270000,2,1,1,42
23326,20000,2,2,1,41
23327,260000,2,1,1,36
23328,170000,2,2,2,47
23329,160000,2,1,2,35
23330,240000,2,1,2,35
23331,170000,2,2,2,36
23332,500000,2,2,1,40
23333,260000,2,1,1,38
23334,150000,2,1,2,36
23335,500000,2,1,1,36
23336,320000,2,2,2,34
23337,90000,2,2,1,34
23338,300000,2,2,2,43
23339,200000,2,2,2,36
23340,160000,2,3,1,44
23341,120000,2,1,2,29
23342,120000,2,1,2,30
23343,90000,2,2,2,30
23344,170000,2,2,1,31
23345,170000,2,1,2,33
23346,500000,2,1,1,33
23347,240000,2,1,2,33
23348,230000,2,2,1,30
23349,210000,2,2,1,32
23350,400000,2,1,1,33
23351,150000,2,3,1,41
23352,50000,2,1,2,27
23353,150000,2,2,1,28
23354,230000,2,2,2,28
23355,470000,2,1,1,28
23356,30000,2,2,2,28
23357,100000,2,3,1,29
23358,30000,2,3,1,34
23359,110000,2,2,2,40
23360,300000,2,3,1,39
23361,240000,2,3,0,37
23362,350000,2,2,2,28
23363,220000,2,1,2,28
23364,400000,2,1,2,35
23365,500000,2,2,1,40
23366,280000,2,3,2,48
23367,30000,2,2,1,37
23368,20000,2,1,2,49
23369,270000,2,4,2,29
23370,270000,2,1,2,34
23371,400000,2,2,1,34
23372,320000,2,1,2,39
23373,430000,2,1,2,30
23374,140000,2,2,2,31
23375,70000,2,2,1,31
23376,110000,2,2,2,31
23377,30000,2,5,1,31
23378,550000,2,2,1,32
23379,310000,2,1,1,47
23380,130000,2,1,2,32
23381,130000,2,2,1,32
23382,220000,2,2,1,34
23383,300000,2,1,1,35
23384,110000,2,2,1,35
23385,50000,2,2,1,44
23386,300000,2,1,2,40
23387,200000,2,2,1,36
23388,360000,2,3,2,38
23389,500000,2,1,2,34
23390,290000,2,2,1,42
23391,430000,2,1,1,37
23392,180000,2,3,2,34
23393,90000,2,3,1,35
23394,280000,2,2,1,43
23395,230000,2,2,2,37
23396,70000,2,2,1,39
23397,110000,2,2,1,38
23398,70000,2,3,1,32
23399,180000,2,2,1,32
23400,240000,2,3,2,35
23401,210000,2,1,1,40
23402,20000,2,2,2,46
23403,80000,2,3,1,48
23404,50000,2,1,2,33
23405,80000,2,3,2,33
23406,80000,2,1,2,34
23407,60000,2,2,3,34
23408,360000,2,2,2,35
23409,50000,2,2,2,48
23410,200000,2,6,1,43
23411,140000,2,2,1,42
23412,180000,2,2,2,30
23413,160000,2,2,1,32
23414,200000,2,2,1,34
23415,600000,2,2,1,38
23416,20000,2,2,1,46
23417,220000,2,1,1,44
23418,140000,2,1,1,40
23419,240000,2,2,2,38
23420,150000,2,2,1,32
23421,20000,2,1,2,32
23422,310000,2,2,1,32
23423,230000,2,3,1,39
23424,130000,2,1,2,34
23425,300000,2,1,2,31
23426,300000,2,2,1,34
23427,20000,2,2,1,29
23428,200000,2,3,2,33
23429,200000,2,2,1,40
23430,500000,2,1,2,28
23431,80000,2,2,1,37
23432,360000,2,1,2,29
23433,30000,2,2,1,33
23434,190000,2,2,2,44
23435,350000,2,1,1,36
23436,260000,2,2,1,31
23437,190000,2,2,1,37
23438,230000,2,2,1,34
23439,650000,2,3,2,39
23440,250000,2,1,2,32
23441,700000,2,2,2,34
23442,270000,2,1,1,40
23443,100000,2,2,1,43
23444,260000,2,2,1,38
23445,410000,2,2,2,33
23446,520000,2,2,1,47
23447,80000,2,2,1,39
23448,450000,2,3,1,36
23449,30000,2,6,2,45
23450,600000,2,3,2,44
23451,200000,2,1,2,34
23452,60000,2,2,2,34
23453,280000,2,2,1,34
23454,230000,2,1,1,36
23455,210000,2,2,2,31
23456,60000,2,1,2,33
23457,270000,2,1,2,37
23458,80000,2,3,1,41
23459,80000,2,2,1,44
23460,360000,2,2,1,40
23461,300000,2,1,2,38
23462,270000,2,1,1,44
23463,200000,2,1,2,46
23464,20000,2,2,2,46
23465,20000,2,2,1,32
23466,30000,2,2,1,33
23467,50000,2,1,1,35
23468,230000,2,4,2,30
23469,50000,2,2,1,39
23470,70000,2,3,1,31
23471,100000,2,1,2,31
23472,100000,2,3,1,30
23473,210000,2,1,2,31
23474,450000,2,1,2,31
23475,300000,2,3,2,31
23476,140000,2,1,2,31
23477,480000,2,1,2,32
23478,100000,2,2,2,30
23479,110000,2,1,2,32
23480,100000,2,2,2,31
23481,200000,2,1,2,31
23482,100000,2,1,2,30
23483,50000,2,2,1,30
23484,20000,2,2,1,31
23485,490000,2,2,1,31
23486,90000,2,1,2,32
23487,310000,2,1,1,32
23488,240000,2,1,2,33
23489,390000,2,1,2,32
23490,140000,2,2,2,33
23491,120000,2,1,2,33
23492,30000,2,3,1,33
23493,230000,2,2,1,32
23494,320000,2,1,2,32
23495,110000,2,1,2,32
23496,60000,2,2,2,31
23497,180000,2,1,2,32
23498,430000,2,1,2,33
23499,230000,2,1,2,33
23500,140000,2,2,1,33
23501,180000,2,1,2,31
23502,60000,2,2,2,31
23503,310000,2,2,2,31
23504,320000,2,2,1,33
23505,100000,2,1,2,33
23506,120000,2,2,2,33
23507,260000,2,1,2,33
23508,170000,2,1,2,32
23509,200000,2,1,2,31
23510,110000,2,1,1,31
23511,50000,2,1,2,32
23512,350000,2,2,2,32
23513,110000,2,1,2,31
23514,240000,2,1,1,30
23515,120000,2,2,1,30
23516,150000,2,1,2,32
23517,180000,2,2,1,34
23518,200000,2,2,2,34
23519,250000,2,1,2,33
23520,350000,2,1,1,36
23521,200000,2,2,1,36
23522,30000,2,2,1,35
23523,150000,2,2,1,45
23524,380000,2,3,1,46
23525,180000,2,2,1,47
23526,20000,2,2,1,35
23527,100000,2,1,1,49
23528,300000,2,2,2,36
23529,450000,2,1,2,36
23530,220000,2,2,1,35
23531,500000,2,2,1,37
23532,200000,2,3,2,45
23533,80000,2,2,1,35
23534,430000,2,1,1,46
23535,200000,2,2,1,40
23536,90000,2,1,1,36
23537,200000,2,1,1,38
23538,60000,2,2,1,47
23539,250000,2,1,2,36
23540,200000,2,1,1,40
23541,360000,2,2,2,45
23542,200000,2,1,2,33
23543,500000,2,2,2,41
23544,200000,2,1,1,38
23545,230000,2,1,2,44
23546,50000,2,3,1,37
23547,260000,2,1,1,38
23548,140000,2,1,1,39
23549,320000,2,2,2,35
23550,50000,2,2,1,39
23551,150000,2,2,1,35
23552,160000,2,1,1,36
23553,500000,2,2,1,43
23554,350000,2,1,1,44
23555,230000,2,3,2,48
23556,200000,2,2,1,39
23557,500000,2,2,2,39
23558,130000,2,1,2,34
23559,290000,2,2,2,34
23560,210000,2,2,2,34
23561,240000,2,1,2,36
23562,80000,2,2,1,36
23563,150000,2,1,2,36
23564,200000,2,5,1,39
23565,110000,2,2,2,36
23566,320000,2,3,1,33
23567,340000,2,1,2,37
23568,380000,2,2,1,43
23569,150000,2,1,1,43
23570,500000,2,1,2,37
23571,500000,2,2,1,49
23572,370000,2,2,1,44
23573,360000,2,2,1,40
23574,300000,2,2,1,39
23575,150000,2,2,2,37
23576,210000,2,1,1,38
23577,280000,2,1,1,39
23578,230000,2,2,1,44
23579,360000,2,2,2,37
23580,230000,2,2,1,40
23581,450000,2,2,1,44
23582,240000,2,1,2,34
23583,300000,2,1,2,41
23584,240000,2,2,1,38
23585,230000,2,2,1,37
23586,230000,2,1,2,41
23587,240000,2,2,1,40
23588,160000,2,1,2,39
23589,360000,2,5,1,39
23590,160000,2,1,1,41
23591,10000,2,2,1,42
23592,430000,2,1,2,38
23593,80000,2,1,1,39
23594,310000,2,1,1,39
23595,150000,2,3,1,41
23596,200000,2,2,1,43
23597,210000,2,1,1,44
23598,400000,2,2,2,43
23599,80000,2,2,1,40
23600,160000,2,2,1,42
23601,170000,2,2,1,40
23602,240000,2,2,1,41
23603,300000,2,2,1,33
23604,90000,2,2,1,44
23605,180000,2,2,1,35
23606,210000,2,2,1,48
23607,300000,2,1,1,42
23608,240000,2,1,2,37
23609,170000,2,1,1,44
23610,50000,2,1,2,37
23611,50000,2,2,1,39
23612,230000,2,1,2,39
23613,310000,2,1,1,34
23614,150000,2,3,2,35
23615,200000,2,1,2,35
23616,80000,2,2,2,39
23617,500000,2,1,1,37
23618,20000,2,2,1,42
23619,20000,2,3,1,46
23620,150000,2,1,2,34
23621,100000,2,5,2,34
23622,210000,2,3,1,44
23623,300000,2,2,1,40
23624,80000,2,2,2,32
23625,410000,2,1,2,31
23626,90000,2,3,1,36
23627,270000,2,2,1,43
23628,360000,2,2,1,41
23629,230000,2,3,1,38
23630,150000,2,2,2,42
23631,150000,2,2,2,44
23632,350000,2,2,1,43
23633,210000,2,3,2,43
23634,130000,2,3,1,44
23635,500000,2,1,1,49
23636,280000,2,2,1,48
23637,450000,2,1,1,39
23638,200000,2,2,2,46
23639,290000,2,2,1,34
23640,170000,2,2,1,35
23641,380000,2,2,1,39
23642,180000,2,1,2,35
23643,280000,2,1,2,35
23644,200000,2,2,1,31
23645,220000,2,2,1,40
23646,240000,2,1,1,38
23647,470000,2,2,2,43
23648,280000,2,1,2,35
23649,200000,2,1,2,43
23650,20000,2,3,1,46
23651,20000,2,2,2,34
23652,290000,2,1,2,34
23653,20000,2,1,1,37
23654,150000,2,1,1,38
23655,160000,2,2,1,36
23656,360000,2,1,1,36
23657,160000,2,2,1,41
23658,400000,2,1,1,37
23659,180000,2,2,2,36
23660,120000,2,2,1,32
23661,200000,2,2,2,33
23662,210000,2,1,1,39
23663,70000,2,3,1,48
23664,110000,2,2,1,38
23665,30000,2,3,2,47
23666,40000,2,3,1,46
23667,310000,2,1,1,41
23668,200000,2,2,1,41
23669,230000,2,2,1,39
23670,450000,2,1,1,33
23671,80000,2,2,2,34
23672,210000,2,2,2,43
23673,130000,2,2,3,48
23674,500000,2,1,1,49
23675,180000,2,2,1,38
23676,340000,2,1,1,36
23677,450000,2,1,2,37
23678,80000,2,3,1,49
23679,150000,2,3,2,47
23680,210000,2,1,1,43
23681,380000,2,2,2,38
23682,400000,2,2,1,46
23683,80000,2,3,1,52
23684,240000,2,1,1,44
23685,120000,2,2,1,50
23686,60000,2,3,1,63
23687,360000,2,1,2,54
23688,50000,2,2,1,50
23689,360000,2,3,1,50
23690,30000,2,3,1,51
23691,500000,2,1,1,53
23692,20000,2,2,1,54
23693,90000,2,2,1,56
23694,80000,2,3,1,55
23695,100000,2,3,2,54
23696,120000,2,1,1,51
23697,100000,2,3,3,51
23698,150000,2,2,1,51
23699,10000,2,2,1,51
23700,50000,2,3,1,52
23701,490000,2,1,1,53
23702,50000,2,3,2,52
23703,340000,2,2,1,57
23704,240000,2,3,1,51
23705,50000,2,3,1,53
23706,500000,2,2,1,50
23707,410000,2,2,1,50
23708,280000,2,2,1,64
23709,240000,2,2,2,59
23710,20000,2,1,2,54
23711,100000,2,2,1,55
23712,290000,2,2,1,52
23713,100000,2,3,2,50
23714,270000,2,2,1,65
23715,80000,2,3,2,57
23716,280000,2,1,1,47
23717,30000,2,3,1,52
23718,90000,2,3,1,53
23719,600000,2,1,1,53
23720,70000,2,3,1,54
23721,270000,2,3,1,58
23722,260000,2,3,1,59
23723,50000,2,3,1,59
23724,50000,2,3,1,53
23725,70000,2,3,2,52
23726,210000,2,3,1,55
23727,330000,2,3,1,50
23728,200000,2,2,1,51
23729,220000,2,1,1,51
23730,50000,2,3,1,52
23731,20000,2,2,1,53
23732,30000,2,2,2,53
23733,280000,2,2,1,56
23734,60000,2,3,1,60
23735,200000,2,3,1,50
23736,230000,2,2,2,51
23737,230000,2,1,1,51
23738,100000,2,3,1,49
23739,80000,2,2,1,49
23740,80000,2,2,2,51
23741,70000,2,2,1,57
23742,200000,2,1,1,54
23743,20000,2,2,1,51
23744,200000,2,2,1,50
23745,50000,2,2,1,55
23746,360000,2,2,1,52
23747,200000,2,3,2,49
23748,90000,2,2,1,55
23749,50000,2,3,2,59
23750,400000,2,2,1,48
23751,110000,2,3,1,51
23752,50000,2,3,1,58
23753,500000,2,1,1,58
23754,150000,2,3,1,65
23755,300000,2,4,1,54
23756,50000,2,2,1,56
23757,300000,2,1,1,59
23758,290000,2,2,1,49
23759,500000,2,2,1,52
23760,140000,2,3,1,50
23761,350000,2,5,1,49
23762,180000,2,2,2,49
23763,390000,2,1,1,48
23764,50000,2,1,2,52
23765,50000,2,1,2,51
23766,150000,2,1,2,52
23767,200000,2,1,1,49
23768,180000,2,1,2,53
23769,50000,2,2,1,50
23770,110000,2,1,1,51
23771,310000,2,2,1,62
23772,80000,2,3,2,60
23773,80000,2,3,1,54
23774,240000,2,1,1,53
23775,210000,2,2,1,54
23776,30000,2,2,2,50
23777,80000,2,1,1,52
23778,70000,2,3,1,49
23779,50000,2,3,2,50
23780,180000,2,3,1,64
23781,160000,2,2,1,60
23782,20000,2,3,1,50
23783,180000,2,1,1,53
23784,30000,2,2,3,54
23785,210000,2,2,1,56
23786,120000,2,3,1,55
23787,20000,2,3,1,51
23788,30000,2,2,1,49
23789,50000,2,3,1,53
23790,20000,2,3,1,51
23791,120000,2,2,1,57
23792,70000,2,2,1,62
23793,50000,2,2,1,58
23794,20000,2,2,1,49
23795,310000,2,3,1,53
23796,120000,2,2,1,40
23797,360000,2,3,1,47
23798,240000,2,3,2,49
23799,500000,2,3,2,53
23800,500000,2,2,1,53
23801,240000,2,1,1,55
23802,200000,2,2,1,56
23803,30000,2,3,1,67
23804,130000,2,3,1,49
23805,80000,2,3,1,50
23806,150000,2,2,1,51
23807,530000,2,1,1,54
23808,210000,2,1,1,53
23809,30000,2,2,3,54
23810,410000,2,2,1,50
23811,240000,2,2,1,50
23812,50000,2,1,2,61
23813,200000,2,3,1,67
23814,70000,2,2,2,55
23815,140000,2,3,2,53
23816,320000,2,3,2,54
23817,50000,2,3,1,53
23818,500000,2,2,2,50
23819,300000,2,2,1,51
23820,400000,2,1,1,51
23821,170000,2,2,2,51
23822,60000,2,3,1,50
23823,120000,2,1,1,47
23824,210000,2,1,2,50
23825,50000,2,3,1,51
23826,30000,2,2,2,51
23827,130000,2,2,1,51
23828,280000,2,2,1,50
23829,240000,2,1,1,51
23830,240000,2,3,1,50
23831,270000,2,2,1,51
23832,500000,2,1,1,52
23833,170000,2,3,2,53
23834,80000,2,3,1,50
23835,280000,2,3,1,53
23836,110000,2,1,1,52
23837,250000,2,1,1,54
23838,360000,2,2,2,54
23839,50000,2,3,3,53
23840,280000,2,2,1,57
23841,500000,2,2,1,54
23842,260000,2,3,1,65
23843,250000,2,2,1,52
23844,140000,2,3,1,56
23845,180000,2,1,1,55
23846,190000,2,2,1,52
23847,290000,2,1,1,52
23848,230000,2,1,2,53
23849,220000,2,2,1,54
23850,30000,2,2,1,60
23851,300000,2,2,2,57
23852,260000,2,3,1,57
23853,140000,2,2,1,58
23854,350000,2,1,1,57
23855,70000,1,2,1,40
23856,200000,1,2,2,30
23857,90000,1,1,2,31
23858,30000,1,2,2,49
23859,80000,1,1,2,25
23860,150000,1,1,2,26
23861,360000,1,1,2,29
23862,400000,1,2,1,30
23863,300000,1,1,2,30
23864,50000,1,2,2,30
23865,20000,1,1,2,27
23866,90000,1,2,2,28
23867,180000,1,2,1,28
23868,230000,1,2,2,29
23869,160000,1,2,1,28
23870,200000,1,2,2,25
23871,300000,1,2,2,27
23872,360000,1,1,2,29
23873,230000,1,2,2,30
23874,80000,1,1,2,27
23875,90000,1,2,2,27
23876,80000,1,1,2,25
23877,160000,1,1,2,29
23878,200000,1,1,2,30
23879,60000,1,2,2,25
23880,360000,1,1,2,27
23881,360000,1,3,2,30
23882,220000,1,1,2,28
23883,120000,1,1,2,27
23884,50000,1,2,2,23
23885,300000,1,2,2,29
23886,400000,1,1,2,36
23887,260000,1,3,2,35
23888,80000,1,2,1,27
23889,50000,1,1,2,30
23890,20000,1,2,2,27
23891,50000,1,2,1,29
23892,20000,1,3,2,23
23893,150000,1,1,2,30
23894,620000,1,2,2,29
23895,270000,1,3,2,36
23896,130000,1,2,2,29
23897,150000,1,2,2,22
23898,50000,1,2,1,26
23899,50000,1,2,1,26
23900,20000,1,2,2,23
23901,50000,1,2,2,22
23902,170000,1,1,2,25
23903,50000,1,2,2,29
23904,20000,1,3,2,22
23905,20000,1,2,2,22
23906,20000,1,2,2,21
23907,20000,1,2,2,21
23908,20000,1,1,2,22
23909,90000,1,2,2,25
23910,80000,1,2,1,26
23911,50000,1,1,2,22
23912,60000,1,1,2,23
23913,50000,1,2,2,22
23914,20000,1,1,2,22
23915,20000,1,3,2,23
23916,50000,1,2,2,24
23917,80000,1,1,2,24
23918,50000,1,1,2,22
23919,20000,1,2,2,22
23920,20000,1,2,2,22
23921,50000,1,3,1,22
23922,50000,1,3,2,23
23923,50000,1,2,2,23
23924,20000,1,2,2,23
23925,420000,1,2,1,24
23926,50000,1,2,2,25
23927,110000,1,2,2,26
23928,20000,1,6,2,21
23929,20000,1,2,2,22
23930,50000,1,3,2,23
23931,180000,1,2,2,23
23932,20000,1,2,2,22
23933,20000,1,2,2,21
23934,20000,1,2,2,21
23935,20000,1,2,2,22
23936,50000,1,2,2,22
23937,50000,1,3,2,26
23938,150000,1,4,3,27
23939,70000,1,2,2,27
23940,50000,1,2,2,27
23941,150000,1,1,1,32
23942,100000,1,2,2,26
23943,20000,1,2,2,24
23944,20000,1,2,2,24
23945,20000,1,3,2,24
23946,20000,1,2,2,22
23947,100000,1,3,2,25
23948,190000,1,2,2,29
23949,50000,1,2,2,22
23950,20000,1,3,2,24
23951,70000,1,2,1,26
23952,50000,1,2,2,24
23953,20000,1,2,2,25
23954,20000,1,1,2,24
23955,20000,1,2,2,24
23956,50000,1,2,2,24
23957,20000,1,1,2,23
23958,50000,1,2,2,23
23959,50000,1,2,2,24
23960,20000,1,1,2,24
23961,20000,1,2,2,25
23962,50000,1,2,2,25
23963,70000,1,1,2,25
23964,20000,1,2,2,27
23965,20000,1,2,1,24
23966,20000,1,2,2,23
23967,20000,1,2,2,25
23968,220000,1,1,2,26
23969,120000,1,2,2,25
23970,140000,1,1,2,26
23971,50000,1,1,2,27
23972,50000,1,2,2,25
23973,10000,1,2,2,26
23974,50000,1,1,2,25
23975,50000,1,2,2,26
23976,20000,1,1,2,25
23977,200000,1,1,2,26
23978,40000,1,1,2,26
23979,30000,1,2,2,23
23980,20000,1,2,2,23
23981,50000,1,2,2,23
23982,20000,1,3,2,24
23983,130000,1,2,2,25
23984,160000,1,2,2,25
23985,110000,1,2,2,25
23986,50000,1,2,2,37
23987,50000,1,2,2,25
23988,240000,1,2,2,26
23989,20000,1,2,2,27
23990,500000,1,3,2,30
23991,60000,1,2,2,26
23992,50000,1,3,2,25
23993,50000,1,2,2,24
23994,20000,1,2,2,25
23995,30000,1,2,2,25
23996,80000,1,2,1,25
23997,20000,1,2,1,25
23998,10000,1,2,2,26
23999,20000,1,5,2,26
24000,100000,1,1,2,26
24001,50000,1,2,2,23
24002,60000,1,2,2,26
24003,400000,1,2,2,27
24004,20000,1,5,2,27
24005,50000,1,3,2,27
24006,110000,1,2,2,27
24007,30000,1,3,2,23
24008,230000,1,2,2,27
24009,20000,1,3,3,23
24010,30000,1,1,2,24
24011,90000,1,2,2,25
24012,30000,1,2,2,25
24013,20000,1,3,2,24
24014,20000,1,2,2,24
24015,50000,1,2,2,24
24016,80000,1,2,2,25
24017,120000,1,1,2,28
24018,50000,1,2,2,25
24019,200000,1,1,2,26
24020,150000,1,2,2,25
24021,360000,1,1,2,24
24022,60000,1,1,2,25
24023,80000,1,2,2,25
24024,320000,1,1,2,25
24025,140000,1,2,2,25
24026,20000,1,2,1,26
24027,110000,1,2,2,26
24028,190000,1,2,2,26
24029,130000,1,2,2,25
24030,160000,1,1,2,26
24031,260000,1,1,2,26
24032,80000,1,1,2,26
24033,50000,1,2,2,25
24034,100000,1,1,2,26
24035,20000,1,2,2,27
24036,210000,1,2,2,27
24037,160000,1,2,2,28
24038,340000,1,1,2,26
24039,70000,1,3,2,27
24040,50000,1,1,2,27
24041,60000,1,1,2,26
24042,20000,1,3,2,27
24043,50000,1,1,2,27
24044,240000,1,1,2,26
24045,20000,1,2,2,23
24046,50000,1,2,2,25
24047,130000,1,2,2,25
24048,50000,1,2,2,25
24049,130000,1,2,2,27
24050,20000,1,1,2,27
24051,370000,1,6,1,28
24052,110000,1,3,1,27
24053,200000,1,3,2,28
24054,160000,1,3,2,26
24055,310000,1,2,2,26
24056,90000,1,1,2,27
24057,20000,1,2,2,22
24058,30000,1,5,2,23
24059,90000,1,4,2,24
24060,240000,1,2,2,28
24061,260000,1,2,2,32
24062,120000,1,2,2,27
24063,80000,1,2,2,27
24064,160000,1,1,2,27
24065,130000,1,2,2,27
24066,20000,1,1,2,23
24067,170000,1,2,1,26
24068,110000,1,3,2,27
24069,50000,1,2,1,25
24070,70000,1,2,2,26
24071,80000,1,2,2,25
24072,50000,1,1,2,25
24073,60000,1,1,2,27
24074,100000,1,2,1,28
24075,50000,1,1,2,27
24076,180000,1,1,1,28
24077,250000,1,1,2,27
24078,140000,1,2,2,27
24079,200000,1,1,2,28
24080,70000,1,1,2,29
24081,160000,1,2,2,28
24082,50000,1,1,2,28
24083,30000,1,2,2,28
24084,110000,1,1,2,28
24085,180000,1,1,2,27
24086,150000,1,1,2,28
24087,110000,1,2,2,28
24088,90000,1,1,2,27
24089,110000,1,1,2,28
24090,40000,1,2,2,28
24091,130000,1,6,1,37
24092,40000,1,1,2,28
24093,180000,1,1,2,27
24094,210000,1,2,2,28
24095,200000,1,4,2,28
24096,260000,1,2,2,28
24097,20000,1,2,2,25
24098,150000,1,2,1,29
24099,250000,1,2,2,26
24100,80000,1,1,2,27
24101,30000,1,2,2,24
24102,20000,1,3,1,27
24103,50000,1,2,1,29
24104,460000,1,1,2,29
24105,340000,1,2,1,30
24106,10000,1,2,2,23
24107,50000,1,2,2,24
24108,110000,1,2,2,24
24109,50000,1,2,2,22
24110,100000,1,1,2,27
24111,80000,1,1,2,27
24112,500000,1,2,2,28
24113,360000,1,1,2,28
24114,280000,1,2,1,29
24115,300000,1,2,1,29
24116,20000,1,3,2,27
24117,460000,1,4,2,28
24118,500000,1,1,2,28
24119,500000,1,1,2,27
24120,360000,1,1,2,28
24121,50000,1,2,2,27
24122,30000,1,1,2,29
24123,140000,1,1,2,29
24124,50000,1,1,2,29
24125,20000,1,1,2,29
24126,20000,1,3,1,29
24127,80000,1,2,2,27
24128,230000,1,2,1,28
24129,110000,1,2,2,27
24130,90000,1,2,2,27
24131,200000,1,1,2,28
24132,60000,1,1,2,25
24133,50000,1,2,2,29
24134,130000,1,1,2,29
24135,260000,1,2,1,29
24136,180000,2,4,2,29
24137,240000,1,2,2,29
24138,150000,1,0,2,28
24139,260000,1,1,2,28
24140,100000,1,1,2,29
24141,50000,1,2,2,29
24142,150000,1,1,2,27
24143,40000,1,1,2,27
24144,20000,1,2,2,24
24145,30000,1,1,2,28
24146,280000,1,1,2,28
24147,430000,1,1,2,29
24148,70000,1,2,2,29
24149,30000,1,3,2,29
24150,30000,1,2,2,27
24151,80000,1,1,2,29
24152,50000,1,1,2,27
24153,230000,1,1,2,27
24154,230000,1,1,2,29
24155,110000,1,2,2,29
24156,200000,1,2,2,29
24157,50000,1,1,2,28
24158,60000,1,1,2,28
24159,20000,1,5,2,28
24160,320000,1,2,2,29
24161,220000,1,1,2,28
24162,470000,1,1,2,29
24163,60000,1,1,2,29
24164,330000,1,2,1,29
24165,110000,1,2,2,28
24166,80000,1,2,1,29
24167,290000,1,1,2,30
24168,20000,1,2,2,22
24169,30000,1,1,2,28
24170,80000,1,3,2,27
24171,50000,1,2,1,28
24172,150000,1,2,2,28
24173,20000,1,3,2,28
24174,140000,1,2,2,24
24175,260000,1,1,2,30
24176,120000,1,2,2,30
24177,110000,1,2,1,30
24178,140000,1,1,2,30
24179,100000,1,1,2,27
24180,360000,1,1,2,30
24181,70000,1,2,1,30
24182,210000,1,1,1,30
24183,200000,1,2,2,30
24184,200000,1,2,2,28
24185,160000,1,1,2,28
24186,120000,1,1,2,31
24187,180000,1,2,2,32
24188,240000,1,2,2,29
24189,120000,1,2,2,27
24190,200000,1,2,2,28
24191,280000,1,1,1,30
24192,20000,1,3,1,30
24193,20000,1,2,1,30
24194,260000,1,2,2,29
24195,220000,1,2,2,29
24196,30000,1,2,1,30
24197,80000,1,2,1,29
24198,80000,1,2,2,30
24199,140000,1,1,2,30
24200,220000,1,3,1,30
24201,110000,1,1,2,30
24202,240000,1,2,1,31
24203,170000,1,1,2,28
24204,210000,1,1,1,31
24205,300000,1,1,2,29
24206,190000,1,3,2,26
24207,200000,1,3,2,27
24208,150000,1,2,2,25
24209,50000,1,2,2,23
24210,10000,1,1,2,24
24211,70000,1,1,2,31
24212,470000,1,1,2,30
24213,250000,1,1,2,28
24214,70000,1,3,2,28
24215,80000,1,1,2,28
24216,270000,1,1,2,29
24217,180000,1,3,0,27
24218,230000,1,1,2,29
